week,brand,subchannel,region,volume_hl,net_revenue_adj_CPI
2021-10-02,Brand A,Subchannel C,Region H,145.53022019860907,39.75521893688244
2021-10-09,Brand A,Subchannel C,Region H,188.75025880873505,54.615930435166035
2021-10-16,Brand A,Subchannel C,Region H,157.6181601785672,44.77425422211995
2021-10-23,Brand A,Subchannel C,Region H,155.90644539614854,44.29779970664478
2021-10-30,Brand A,Subchannel C,Region H,162.6193235107651,44.951932862888086
2021-11-06,Brand A,Subchannel C,Region H,182.0472441319759,52.26835806625613
2021-11-13,Brand A,Subchannel C,Region H,212.21576178206124,60.604026674401204
2021-11-20,Brand A,Subchannel C,Region H,149.81148514486452,46.78734699381158
2021-11-27,Brand A,Subchannel C,Region H,172.177140563296,56.932270025639966
2021-12-04,Brand A,Subchannel C,Region H,197.33394948746485,61.510602222670215
2021-12-11,Brand A,Subchannel C,Region H,235.4393501559355,72.88301298601756
2021-12-18,Brand A,Subchannel C,Region H,229.54576789591857,72.18598560212041
2021-12-25,Brand A,Subchannel C,Region H,232.87964805126828,77.51761177418234
2022-01-01,Brand A,Subchannel C,Region H,160.76149992741335,53.830018626663076
2022-01-08,Brand A,Subchannel C,Region H,156.85424222434162,45.70664657872067
2022-01-15,Brand A,Subchannel C,Region H,395.8527852723781,98.76914459694494
2022-01-22,Brand A,Subchannel C,Region H,364.6950761729713,94.90501329116005
2022-01-29,Brand A,Subchannel C,Region H,373.30172108657945,94.62667639288273
2022-02-05,Brand A,Subchannel C,Region H,238.9124447813579,68.8022878063081
2022-02-12,Brand A,Subchannel C,Region H,323.20856592116115,92.20442200288508
2022-02-19,Brand A,Subchannel C,Region H,374.7486555933869,97.86558493831718
2022-02-26,Brand A,Subchannel C,Region H,358.5130551743242,98.33732100603852
2022-03-05,Brand A,Subchannel C,Region H,264.948611532655,61.75359055863322
2022-03-12,Brand A,Subchannel C,Region H,271.83335474779926,73.64413125645822
2022-03-19,Brand A,Subchannel C,Region H,307.903055868511,79.85338137291538
2022-03-26,Brand A,Subchannel C,Region H,333.8365155965876,78.83139129560837
2022-04-02,Brand A,Subchannel C,Region H,167.7565863756829,43.974535936787746
2022-04-09,Brand A,Subchannel C,Region H,219.41621455045978,59.74982441515132
2022-04-16,Brand A,Subchannel C,Region H,199.39986297241467,50.88804284861757
2022-04-23,Brand A,Subchannel C,Region H,196.2178861225987,53.77557238912829
2022-04-30,Brand A,Subchannel C,Region H,105.22550888213881,31.24025078755031
2022-05-07,Brand A,Subchannel C,Region H,143.9293842446156,38.13466101687771
2022-05-14,Brand A,Subchannel C,Region H,160.06845024346367,42.89965779035421
2022-05-21,Brand A,Subchannel C,Region H,135.66185068586603,38.38629064910391
2022-05-28,Brand A,Subchannel C,Region H,133.87135036842284,38.21201319112233
2022-06-04,Brand A,Subchannel C,Region H,213.456375442501,50.79483915605817
2022-06-11,Brand A,Subchannel C,Region H,200.65967851901163,49.305851568389954
2022-06-18,Brand A,Subchannel C,Region H,157.18749915160643,45.110042632542935
2022-06-25,Brand A,Subchannel C,Region H,102.9299369145707,33.66336100338361
2022-07-02,Brand A,Subchannel C,Region H,108.6588124904486,33.008293555873124
2022-07-09,Brand A,Subchannel C,Region H,79.40188330652649,25.979747286673888
2022-07-16,Brand A,Subchannel C,Region H,107.38490177306953,33.388173688271905
2022-07-23,Brand A,Subchannel C,Region H,130.01716432418993,36.76145830703495
2022-07-30,Brand A,Subchannel C,Region H,122.10528724175943,33.49934621463254
2022-08-06,Brand A,Subchannel C,Region H,164.07771498384855,39.698970357638366
2022-08-13,Brand A,Subchannel C,Region H,235.01524142132885,49.88147238340015
2022-08-20,Brand A,Subchannel C,Region H,377.5267087567774,82.24733164067202
2022-08-27,Brand A,Subchannel C,Region H,268.02498596299614,55.32168494873097
2022-09-03,Brand A,Subchannel C,Region H,349.49290949436823,62.98325000037544
2022-09-10,Brand A,Subchannel C,Region H,264.35152355317837,48.81498457266619
2022-09-17,Brand A,Subchannel C,Region H,514.313500431797,92.0797320955491
2022-09-24,Brand A,Subchannel C,Region H,454.9497955366251,81.2356982479209
2022-10-01,Brand A,Subchannel C,Region H,374.51715116310567,66.79689960896079
2022-10-08,Brand A,Subchannel C,Region H,171.58487294132183,37.400533088796514
2022-10-15,Brand A,Subchannel C,Region H,374.97850551152465,81.58373212021064
2022-10-22,Brand A,Subchannel C,Region H,384.77633553520906,87.14691319716307
2022-10-29,Brand A,Subchannel C,Region H,579.6216129274122,120.82317788209768
2022-11-05,Brand A,Subchannel C,Region H,421.13576718672795,86.16200344387939
2022-11-12,Brand A,Subchannel C,Region H,636.1275935358528,124.39789132022834
2022-11-19,Brand A,Subchannel C,Region H,455.20274498972435,94.70331769259518
2022-11-26,Brand A,Subchannel C,Region H,185.1557542789994,50.82601637067383
2022-12-03,Brand A,Subchannel C,Region H,244.57030360512118,63.8589508941866
2022-12-10,Brand A,Subchannel C,Region H,183.06635997886391,65.83853092534054
2022-12-17,Brand A,Subchannel C,Region H,436.6039921454349,123.05322135545296
2022-12-24,Brand A,Subchannel C,Region H,542.9552692727978,141.84761075111746
2022-12-31,Brand A,Subchannel C,Region H,188.8866791683513,59.50824896668163
2023-01-07,Brand A,Subchannel C,Region H,179.06606778511727,55.08803861027443
2023-01-14,Brand A,Subchannel C,Region H,293.4115021566356,95.56997776478984
2023-01-21,Brand A,Subchannel C,Region H,224.22839494479925,68.49059228215094
2023-01-28,Brand A,Subchannel C,Region H,269.9110979919565,75.9911448371146
2023-02-04,Brand A,Subchannel C,Region H,166.26120966229212,50.329540242532126
2023-02-11,Brand A,Subchannel C,Region H,203.53189569579146,60.30485153053472
2023-02-18,Brand A,Subchannel C,Region H,146.16295973301794,45.66502149595834
2023-02-25,Brand A,Subchannel C,Region H,150.18251744800307,43.5043457273301
2023-03-04,Brand A,Subchannel C,Region H,124.72996394745593,35.32865872779759
2023-03-11,Brand A,Subchannel C,Region H,131.2816093230411,36.7518739040223
2023-03-18,Brand A,Subchannel C,Region H,342.26501409662353,86.39189017569824
2023-03-25,Brand A,Subchannel C,Region H,210.1975274129774,53.20943148267805
2023-04-01,Brand A,Subchannel C,Region H,174.5076640999495,42.511749595773075
2023-04-08,Brand A,Subchannel C,Region H,74.8972671748767,20.42240391964777
2023-04-15,Brand A,Subchannel C,Region H,130.05246588622865,33.2375776782017
2023-04-22,Brand A,Subchannel C,Region H,128.72772664667093,32.66594021446859
2023-04-29,Brand A,Subchannel C,Region H,122.28061780292988,34.573133953814825
2023-05-06,Brand A,Subchannel C,Region H,73.5310696790432,18.953645456102297
2023-05-13,Brand A,Subchannel C,Region H,125.99541119885647,30.713185996151005
2023-05-20,Brand A,Subchannel C,Region H,117.47378911903205,30.90598973354364
2023-05-27,Brand A,Subchannel C,Region H,124.0840010428334,29.75809011873237
2023-06-03,Brand A,Subchannel C,Region H,101.19441412668841,24.767561186786615
2023-06-10,Brand A,Subchannel C,Region H,138.48954557714575,30.333968207607743
2023-06-17,Brand A,Subchannel C,Region H,102.82202454159909,27.9355373302529
2023-06-24,Brand A,Subchannel C,Region H,89.51070752384962,24.125937339206825
2023-07-01,Brand A,Subchannel C,Region H,100.25211855144461,24.197805079820345
2023-07-08,Brand A,Subchannel C,Region H,88.12976577939146,23.622528755581904
2023-07-15,Brand A,Subchannel C,Region H,59.31218275059285,17.143374557639493
2023-07-22,Brand A,Subchannel C,Region H,111.28389327891924,35.51462612035523
2023-07-29,Brand A,Subchannel C,Region H,80.21884958670735,26.724142374807865
2023-08-05,Brand A,Subchannel C,Region H,95.82360997851332,30.460764323557363
2023-08-12,Brand A,Subchannel C,Region H,224.23226820017777,58.56542698211216
2023-08-19,Brand A,Subchannel C,Region H,252.6801876103848,67.29451833104355
2023-08-26,Brand A,Subchannel C,Region H,228.22761170564968,63.903187032791045
2023-09-02,Brand A,Subchannel C,Region H,137.88252734303805,41.84626285079756
2023-09-09,Brand A,Subchannel C,Region H,200.97806710924087,56.646497955067666
2023-09-16,Brand A,Subchannel C,Region H,233.1732189593067,69.78365801106476
2023-09-23,Brand A,Subchannel C,Region H,177.35087004259844,52.767208341726395
2023-09-30,Brand A,Subchannel C,Region H,265.33620327514893,71.69646729126407
2023-10-07,Brand A,Subchannel C,Region H,283.3472447693716,68.19403224126005
2023-10-14,Brand A,Subchannel C,Region H,364.93374909530263,88.2123212975034
2023-10-21,Brand A,Subchannel C,Region H,229.4692498909196,69.94579393449204
2023-10-28,Brand A,Subchannel C,Region H,217.1351100189079,66.30409302501228
2023-11-04,Brand A,Subchannel C,Region H,155.70121164915125,48.160275755077336
2023-11-11,Brand A,Subchannel C,Region H,186.0314780126447,59.1721153401637
2023-11-18,Brand A,Subchannel C,Region H,205.1173828678138,68.46211832025521
2023-11-25,Brand A,Subchannel C,Region H,263.64526746845524,82.12212849601686
2023-12-02,Brand A,Subchannel C,Region H,336.70271607631327,83.81431845883546
2023-12-09,Brand A,Subchannel C,Region H,197.91616647842545,62.64615665350665
2023-12-16,Brand A,Subchannel C,Region H,355.4626152218718,101.6198631134308
2023-12-23,Brand A,Subchannel C,Region H,421.46994682268956,126.64262121758401
2023-12-30,Brand A,Subchannel C,Region H,458.2439864909937,117.74062820168274
2024-01-06,Brand A,Subchannel C,Region H,138.35295605422658,38.356152930550664
2024-01-13,Brand A,Subchannel C,Region H,294.34719877381997,80.87462420272
2024-01-20,Brand A,Subchannel C,Region H,233.23632905241692,65.39760416521058
2024-01-27,Brand A,Subchannel C,Region H,264.64855302795286,68.57347890167199
2024-02-03,Brand A,Subchannel C,Region H,398.8456800196897,91.11632529553222
2024-02-10,Brand A,Subchannel C,Region H,165.42800052729405,41.42062273784956
2024-02-17,Brand A,Subchannel C,Region H,136.31029217695541,37.44195138117382
2024-02-24,Brand A,Subchannel C,Region H,308.4749512490835,78.89259066411223
2024-03-02,Brand A,Subchannel C,Region H,288.2774427877914,65.4543537020734
2024-03-09,Brand A,Subchannel C,Region H,230.38414101786861,45.69961934345008
2024-03-16,Brand A,Subchannel C,Region H,275.8025389314466,55.301626528069164
2024-03-23,Brand A,Subchannel C,Region H,184.9726761465322,42.64140065842779
2024-03-30,Brand A,Subchannel C,Region H,158.52626674511208,40.84629636192275
2024-04-06,Brand A,Subchannel C,Region H,99.28378721245174,23.729426535387486
2024-04-13,Brand A,Subchannel C,Region H,221.22412542648735,52.668334269200145
2024-04-20,Brand A,Subchannel C,Region H,156.3674306611536,38.8835213595845
2024-04-27,Brand A,Subchannel C,Region H,217.0495335599093,51.89933823793373
2024-05-04,Brand A,Subchannel C,Region H,110.6453565884292,26.01218319237394
2024-05-11,Brand A,Subchannel C,Region H,112.99789786364107,28.03889087908262
2024-05-18,Brand A,Subchannel C,Region H,377.43050842074734,67.05602288331687
2024-05-25,Brand A,Subchannel C,Region H,257.081978993914,51.74643644775373
2024-06-01,Brand A,Subchannel C,Region H,223.32911986710826,41.752812802326105
2024-06-08,Brand A,Subchannel C,Region H,204.33431817785768,43.153158581506325
2024-06-15,Brand A,Subchannel C,Region H,284.4563915310393,56.76057900988699
2024-06-22,Brand A,Subchannel C,Region H,182.48007405464793,37.700705517389416
2024-06-29,Brand A,Subchannel C,Region H,334.111912325055,67.11317474228692
2024-07-06,Brand A,Subchannel C,Region H,265.30555661939934,53.97573414419976
2024-07-13,Brand A,Subchannel C,Region H,220.624962943318,48.81564844761465
2024-07-20,Brand A,Subchannel C,Region H,311.6638256115769,68.27240145468829
2024-07-27,Brand A,Subchannel C,Region H,334.96357245223635,71.42026951099649
2024-08-03,Brand A,Subchannel C,Region H,350.9173012731876,74.17668981527457
2024-08-10,Brand A,Subchannel C,Region H,224.2803079148666,50.577193322303415
2024-08-17,Brand A,Subchannel C,Region H,290.79161399090344,64.09499840940873
2024-08-24,Brand A,Subchannel C,Region H,332.24824757146087,74.99039057434825
2024-08-31,Brand A,Subchannel C,Region H,381.4365754982358,84.1563034976626
2024-09-07,Brand A,Subchannel C,Region H,242.79700066873585,58.69561144124113
2024-09-14,Brand A,Subchannel C,Region H,350.5977550547267,83.63500231133136
2024-09-21,Brand A,Subchannel C,Region H,332.2943485372778,75.58506875325122
2024-09-28,Brand A,Subchannel C,Region H,354.4173899006224,83.60397361839416
2024-10-05,Brand A,Subchannel C,Region H,328.77886287134993,78.14966770212187
2024-10-12,Brand A,Subchannel C,Region H,248.27607672810083,62.88872961996138
2024-10-19,Brand A,Subchannel C,Region H,317.46721521762555,78.89985939661084
2024-10-26,Brand A,Subchannel C,Region H,336.9920997959205,81.7077547899232
2024-11-02,Brand A,Subchannel C,Region H,414.5859035934552,99.18683281507833
2024-11-09,Brand A,Subchannel C,Region H,213.13617961593084,56.996577701903654
2024-11-16,Brand A,Subchannel C,Region H,256.46721637025985,73.16728359454967
2024-11-23,Brand A,Subchannel C,Region H,212.70971320151412,60.374618862894245
2024-11-30,Brand A,Subchannel C,Region H,305.8286635390857,84.57104742454158
2024-12-07,Brand A,Subchannel C,Region H,271.2494392304091,74.95712314744141
2024-12-14,Brand A,Subchannel C,Region H,268.35164075044867,78.1424103268876
2024-12-21,Brand A,Subchannel C,Region H,359.68880877688514,99.63989147716072
2024-12-28,Brand A,Subchannel C,Region H,406.26615744948043,110.93629431484086
2025-01-04,Brand A,Subchannel C,Region H,273.3562271197518,74.02699976916782
2025-01-11,Brand A,Subchannel C,Region H,371.553983544606,97.34248309466489
2025-01-18,Brand A,Subchannel C,Region H,231.84837525213456,60.88196277286451
2025-01-25,Brand A,Subchannel C,Region H,258.91761249364777,65.75288527290164
2025-02-01,Brand A,Subchannel C,Region H,275.7258491117235,72.71767712111503
2025-02-08,Brand A,Subchannel C,Region H,274.7383280833187,72.38471983504878
2025-02-15,Brand A,Subchannel C,Region H,221.04907220819769,60.749475443655015
2025-02-22,Brand A,Subchannel C,Region H,248.77176220355037,66.45284930973062
2025-03-01,Brand A,Subchannel C,Region H,284.98874672280283,74.6343044898801
2025-03-08,Brand A,Subchannel C,Region H,184.65515299342425,49.23393717636295
2025-03-15,Brand A,Subchannel C,Region H,261.19388977391844,65.00488711290436
2025-03-22,Brand A,Subchannel C,Region H,291.67633254346396,80.57295114651396
2025-03-29,Brand A,Subchannel C,Region H,280.392686977541,73.63122856006669
2025-04-05,Brand A,Subchannel C,Region H,192.25593406608593,53.11490374393982
2025-04-12,Brand A,Subchannel C,Region H,196.73541168864986,51.27863277278859
2025-04-19,Brand A,Subchannel C,Region H,161.48800575600998,43.26967106824309
2025-04-26,Brand A,Subchannel C,Region H,179.84962246521152,49.50006697094778
2025-05-03,Brand A,Subchannel C,Region H,199.05630776764846,50.74985818941724
2025-05-10,Brand A,Subchannel C,Region H,183.49697593093404,45.681219781961595
2025-05-17,Brand A,Subchannel C,Region H,160.79805828233543,41.977475545910934
2025-05-24,Brand A,Subchannel C,Region H,166.5754025793713,41.35394796927743
2025-05-31,Brand A,Subchannel C,Region H,194.60889957513965,50.97989905615887
2025-06-07,Brand A,Subchannel C,Region H,201.09300426505632,49.65952371287477
2025-06-14,Brand A,Subchannel C,Region H,189.75224356106966,50.632371950080184
2025-06-21,Brand A,Subchannel C,Region H,144.310399301329,37.59755073433718
2025-06-28,Brand A,Subchannel C,Region H,183.22180457674176,46.47571620873088
2025-07-05,Brand A,Subchannel C,Region H,209.03636215309143,52.08838083737144
2025-07-12,Brand A,Subchannel C,Region H,160.38401661778542,41.75494851615566
2025-07-19,Brand A,Subchannel C,Region H,221.19015118619006,55.54152622872713
2025-07-26,Brand A,Subchannel C,Region H,189.66587484529214,47.84444008998871
2025-08-02,Brand A,Subchannel C,Region H,163.28047876101257,40.35580123810538
2025-08-09,Brand A,Subchannel C,Region H,168.85985961923143,40.961343737400426
2025-08-16,Brand A,Subchannel C,Region H,183.41876841449238,46.50378518075131
2025-08-23,Brand A,Subchannel C,Region H,170.06833756298818,41.294838677198406
2025-08-30,Brand A,Subchannel C,Region H,179.15744776364807,43.324808764370886
2025-09-06,Brand A,Subchannel C,Region H,180.5887412974369,44.05975276813522
2025-09-13,Brand A,Subchannel C,Region H,213.0579720994885,55.85497886052881
2025-09-20,Brand A,Subchannel C,Region H,215.29881789607109,52.63399280234874
2025-09-27,Brand A,Subchannel C,Region H,234.95050863361703,54.09249257123333
2025-10-04,Brand A,Subchannel C,Region H,197.13123515934032,49.935914666906335
2025-10-11,Brand A,Subchannel C,Region H,202.90389167200482,50.59108993531398
2025-10-18,Brand A,Subchannel C,Region H,236.9805632192828,61.57246248872309
2025-10-25,Brand A,Subchannel C,Region H,213.15263723915223,55.932084619988565
2025-11-01,Brand A,Subchannel C,Region H,239.659838825801,59.201892600477294
2025-11-08,Brand A,Subchannel C,Region H,173.05188431667207,44.89464778079599
2025-11-15,Brand A,Subchannel C,Region H,247.91120642209972,63.104396811628554
2025-11-22,Brand A,Subchannel C,Region H,230.89439256371168,61.037759710522636
2025-11-29,Brand A,Subchannel C,Region H,248.4064809209964,63.38267172855671
2025-12-06,Brand A,Subchannel C,Region H,272.29207884609866,69.48367787480392
2025-12-13,Brand A,Subchannel C,Region H,284.3001037682548,72.28334002378912
2025-12-20,Brand A,Subchannel C,Region H,307.27292272094223,78.41517912185348
2025-12-27,Brand A,Subchannel C,Region H,286.62259337580053,75.33935937625265
2026-01-03,Brand A,Subchannel C,Region H,223.57091727199168,55.418227078294564
2026-01-10,Brand A,Subchannel C,Region H,218.59447616936268,56.222315566964035
2026-01-17,Brand A,Subchannel C,Region H,234.6757959822889,62.02106574400064
2026-01-24,Brand A,Subchannel C,Region H,220.02056223231452,58.85571406849681
2026-01-31,Brand A,Subchannel C,Region H,251.12403302966015,68.02950493314509
2026-02-07,Brand A,Subchannel C,Region H,210.80482882320493,56.12844679842984
2026-02-14,Brand A,Subchannel C,Region H,294.84656606906816,81.03843605244423
2026-02-21,Brand A,Subchannel C,Region H,156.81841567287384,43.35343420397435
2026-02-28,Brand A,Subchannel C,Region H,260.29522983531496,69.38904019072628
2026-03-07,Brand A,Subchannel C,Region H,198.22321052431667,52.91673663698485
2026-03-14,Brand A,Subchannel C,Region H,209.9179784953787,55.74275386599855
2026-03-21,Brand A,Subchannel C,Region H,194.39900455834564,51.37400001439769
2026-03-28,Brand A,Subchannel C,Region H,160.0817817932591,42.54557999334797
2026-04-04,Brand A,Subchannel C,Region H,183.66877739650653,50.89599348613201
2026-04-11,Brand A,Subchannel C,Region H,227.14401124787366,60.81331412681498
2026-04-18,Brand A,Subchannel C,Region H,45.49160689428786,11.882654191123132
2021-01-09,Brand B,Subchannel A,Region A,605.5447606755647,142.10201504397685
2021-01-16,Brand B,Subchannel A,Region A,457.42933693063173,93.62140486628661
2021-01-23,Brand B,Subchannel A,Region A,376.9261376604183,86.49594643350834
2021-01-30,Brand B,Subchannel A,Region A,233.5412736969725,47.781575557807436
2021-02-06,Brand B,Subchannel A,Region A,274.19605111592887,61.916840658136046
2021-02-13,Brand B,Subchannel A,Region A,222.716233927473,52.07044109660682
2021-02-20,Brand B,Subchannel A,Region A,141.5927024898769,28.028784545526044
2021-02-27,Brand B,Subchannel A,Region A,255.5330134158939,45.80957638016182
2021-03-06,Brand B,Subchannel A,Region A,79.05129313376818,18.93077435493132
2021-03-13,Brand B,Subchannel A,Region A,237.4362323942454,57.66794815323114
2021-03-20,Brand B,Subchannel A,Region A,206.20096882360457,47.27826736073857
2021-03-27,Brand B,Subchannel A,Region A,295.50735421896053,73.05397315536393
2021-04-03,Brand B,Subchannel A,Region A,232.35364274349237,41.364297146463684
2021-04-10,Brand B,Subchannel A,Region A,226.2310099784185,56.74370774402791
2021-04-17,Brand B,Subchannel A,Region A,132.71810364984216,35.81592799033155
2021-04-24,Brand B,Subchannel A,Region A,213.77748916554663,53.71952693737058
2021-05-01,Brand B,Subchannel A,Region A,85.80685328650752,20.51981884765252
2021-05-08,Brand B,Subchannel A,Region A,197.94529957533817,48.598416745581055
2021-05-15,Brand B,Subchannel A,Region A,268.589572245134,65.4848270290854
2021-05-22,Brand B,Subchannel A,Region A,187.43978785550095,47.35371678100323
2021-05-29,Brand B,Subchannel A,Region A,90.80785474746436,20.207448693380968
2021-06-05,Brand B,Subchannel A,Region A,123.12600044638496,30.50946024453252
2021-06-12,Brand B,Subchannel A,Region A,116.0295509257875,29.930347831574046
2021-06-19,Brand B,Subchannel A,Region A,147.2818993190999,36.430585619231444
2021-06-26,Brand B,Subchannel A,Region A,102.64752803832955,27.037930456096
2021-07-03,Brand B,Subchannel A,Region A,195.5543765809271,42.73940437565707
2021-07-10,Brand B,Subchannel A,Region A,102.50451972966154,25.603286871300636
2021-07-17,Brand B,Subchannel A,Region A,287.1259881941271,62.701482538907605
2021-07-24,Brand B,Subchannel A,Region A,161.34615889532455,39.82454526460618
2021-07-31,Brand B,Subchannel A,Region A,115.29854903855049,28.475129977409136
2021-08-07,Brand B,Subchannel A,Region A,454.2265493293646,111.85553138659806
2021-08-14,Brand B,Subchannel A,Region A,272.14353275402124,71.00247964861757
2021-08-21,Brand B,Subchannel A,Region A,107.88410780255882,31.893673989333884
2021-08-28,Brand B,Subchannel A,Region A,108.709774479534,27.249772808074503
2021-09-04,Brand B,Subchannel A,Region A,134.93805146025568,39.897716815557764
2021-09-11,Brand B,Subchannel A,Region A,74.05349280996705,19.96772260939703
2021-09-18,Brand B,Subchannel A,Region A,278.43402118132906,78.69110070137135
2021-09-25,Brand B,Subchannel A,Region A,174.17378200760172,49.86135635802805
2021-10-02,Brand B,Subchannel A,Region A,264.5373588185896,56.29669497221967
2021-10-09,Brand B,Subchannel A,Region A,320.56585285817283,89.33758819284564
2021-10-16,Brand B,Subchannel A,Region A,166.4644099394725,51.1004952226826
2021-10-23,Brand B,Subchannel A,Region A,161.35682784111705,43.722694098754616
2021-10-30,Brand B,Subchannel A,Region A,243.40761369576356,48.72980233685472
2021-11-06,Brand B,Subchannel A,Region A,428.4922132529357,133.7126588825283
2021-11-13,Brand B,Subchannel A,Region A,222.36429927616786,68.28489131068281
2021-11-20,Brand B,Subchannel A,Region A,122.63920995752738,34.03850858119404
2021-11-27,Brand B,Subchannel A,Region A,468.6680261925694,129.97513016741408
2021-12-04,Brand B,Subchannel A,Region A,304.00177570252254,75.03542712599605
2021-12-11,Brand B,Subchannel A,Region A,290.0784523107733,81.18065057436404
2021-12-18,Brand B,Subchannel A,Region A,445.51183429232657,124.91149499892722
2021-12-25,Brand B,Subchannel A,Region A,403.48224554581077,101.96828153327438
2022-01-01,Brand B,Subchannel A,Region A,182.121126430587,30.219602478320148
2022-01-08,Brand B,Subchannel A,Region A,335.74425628169774,74.06409895376427
2022-01-15,Brand B,Subchannel A,Region A,871.4609299760652,275.56813021060725
2022-01-22,Brand B,Subchannel A,Region A,233.10509382134651,67.37284761034141
2022-01-29,Brand B,Subchannel A,Region A,129.41379556566113,40.73176974398377
2022-02-05,Brand B,Subchannel A,Region A,312.3036029908102,89.44286426609195
2022-02-12,Brand B,Subchannel A,Region A,259.61247731596785,75.62178512343557
2022-02-19,Brand B,Subchannel A,Region A,364.5983680343749,121.32440920248163
2022-02-26,Brand B,Subchannel A,Region A,77.25988962536542,23.64425928314067
2022-03-05,Brand B,Subchannel A,Region A,105.78494170825945,31.383003206340415
2022-03-12,Brand B,Subchannel A,Region A,191.82686546891358,50.78690919003322
2022-03-19,Brand B,Subchannel A,Region A,144.26578426278718,47.748825354697225
2022-03-26,Brand B,Subchannel A,Region A,143.0053523770296,50.091069583202305
2022-04-02,Brand B,Subchannel A,Region A,176.19282898921358,53.210918790465406
2022-04-09,Brand B,Subchannel A,Region A,162.95703368433556,51.34134339832393
2022-04-16,Brand B,Subchannel A,Region A,82.02697229608277,30.792849230956644
2022-04-23,Brand B,Subchannel A,Region A,112.49457959878596,35.05934436103443
2022-04-30,Brand B,Subchannel A,Region A,158.6176882300578,50.93720287280295
2022-05-07,Brand B,Subchannel A,Region A,198.6199505665661,70.01118200535018
2022-05-14,Brand B,Subchannel A,Region A,214.24296896795082,77.22471765209501
2022-05-21,Brand B,Subchannel A,Region A,249.39852828180196,71.04314760530953
2022-05-28,Brand B,Subchannel A,Region A,540.4749282998667,175.6175825649648
2022-06-04,Brand B,Subchannel A,Region A,183.45597341976347,46.96304648112716
2022-06-11,Brand B,Subchannel A,Region A,257.3904709839258,64.77280903538669
2022-06-18,Brand B,Subchannel A,Region A,149.39708923593582,46.55353558801602
2022-06-25,Brand B,Subchannel A,Region A,223.9827960362274,65.51683134564678
2022-07-02,Brand B,Subchannel A,Region A,74.78711545821905,20.542432980951727
2022-07-09,Brand B,Subchannel A,Region A,342.3814151673388,88.40417803379376
2022-07-16,Brand B,Subchannel A,Region A,253.75566589217397,75.3098491215683
2022-07-23,Brand B,Subchannel A,Region A,240.90617438824387,52.849826555199265
2022-07-30,Brand B,Subchannel A,Region A,309.3797677410301,53.003703036832874
2022-08-06,Brand B,Subchannel A,Region A,278.90731792489373,83.49998131904124
2022-08-13,Brand B,Subchannel A,Region A,404.7519362447022,110.29108075519711
2022-08-20,Brand B,Subchannel A,Region A,192.28013923558836,47.5647848752105
2022-08-27,Brand B,Subchannel A,Region A,364.8682066667617,83.12686442185061
2022-09-03,Brand B,Subchannel A,Region A,185.10981266858894,49.15446100654863
2022-09-10,Brand B,Subchannel A,Region A,287.16909623654965,75.7369806428948
2022-09-17,Brand B,Subchannel A,Region A,284.26181682080056,93.00952100817719
2022-09-24,Brand B,Subchannel A,Region A,353.1327411213178,103.04421727081328
2022-10-01,Brand B,Subchannel A,Region A,293.7356321118738,77.34005704507462
2022-10-08,Brand B,Subchannel A,Region A,384.4867792738565,97.49692385717348
2022-10-15,Brand B,Subchannel A,Region A,371.453115074321,81.19824470780574
2022-10-22,Brand B,Subchannel A,Region A,667.3040141843296,171.16063860482637
2022-10-29,Brand B,Subchannel A,Region A,482.59943857670396,136.3057157618564
2022-11-05,Brand B,Subchannel A,Region A,405.33516136837454,83.03653584213467
2022-11-12,Brand B,Subchannel A,Region A,367.73130192605265,97.26420828727034
2022-11-19,Brand B,Subchannel A,Region A,513.3389233853303,134.48061654139156
2022-11-26,Brand B,Subchannel A,Region A,575.9138079001675,155.26324298370807
2022-12-03,Brand B,Subchannel A,Region A,357.81756151947224,94.85521511640876
2022-12-10,Brand B,Subchannel A,Region A,407.27048153450255,95.54852070931923
2022-12-17,Brand B,Subchannel A,Region A,1130.8845704275868,299.61102519132845
2022-12-24,Brand B,Subchannel A,Region A,876.0206249055087,195.91990541977262
2022-12-31,Brand B,Subchannel A,Region A,671.1578885985427,166.8441555001983
2023-01-07,Brand B,Subchannel A,Region A,611.9618119093728,166.30445340135185
2023-01-14,Brand B,Subchannel A,Region A,498.3435349278915,134.41749534080833
2023-01-21,Brand B,Subchannel A,Region A,449.6263625842341,118.9875907455347
2023-01-28,Brand B,Subchannel A,Region A,536.7515100486493,135.76901917442999
2023-02-04,Brand B,Subchannel A,Region A,556.5777212889093,134.08333433754015
2023-02-11,Brand B,Subchannel A,Region A,491.9314667672719,125.18205241821956
2023-02-18,Brand B,Subchannel A,Region A,558.5147357302396,145.52169752596765
2023-02-25,Brand B,Subchannel A,Region A,320.7749681252153,71.06325770600941
2023-03-04,Brand B,Subchannel A,Region A,552.1332280009227,123.53246892810247
2023-03-11,Brand B,Subchannel A,Region A,84.51857543708819,19.568433947977702
2023-03-18,Brand B,Subchannel A,Region A,314.6376657487524,64.6292530616785
2023-03-25,Brand B,Subchannel A,Region A,474.50521515949816,124.2678434494109
2023-04-01,Brand B,Subchannel A,Region A,773.6222535539008,180.04664195364714
2023-04-08,Brand B,Subchannel A,Region A,60.97359197777852,14.501865168990195
2023-04-15,Brand B,Subchannel A,Region A,176.5075349293829,51.96299817623416
2023-04-22,Brand B,Subchannel A,Region A,511.5317983336012,123.56789368126803
