subchannel,region,brand,week,variable,value
Subchannel C,Region C,Brand A,2021-08-21,normal_distribution,22.3816037561462
Subchannel C,Region C,Brand A,2021-08-28,normal_distribution,22.1583370190181
Subchannel C,Region C,Brand A,2021-09-04,normal_distribution,23.1591318079988
Subchannel C,Region C,Brand A,2021-09-11,normal_distribution,22.2580408821159
Subchannel C,Region C,Brand A,2021-09-18,normal_distribution,19.6882870387268
Subchannel C,Region C,Brand A,2021-09-25,normal_distribution,19.8396793587174
Subchannel C,Region C,Brand A,2021-10-02,normal_distribution,21.2684943429068
Subchannel C,Region C,Brand A,2021-10-09,normal_distribution,19.5527896374556
Subchannel C,Region C,Brand A,2021-10-16,normal_distribution,18.9529250126545
Subchannel C,Region C,Brand A,2021-10-23,normal_distribution,19.2874470473224
Subchannel C,Region C,Brand A,2021-10-30,normal_distribution,24.1888011486001
Subchannel C,Region C,Brand A,2021-11-06,normal_distribution,21.2828405755601
Subchannel C,Region C,Brand A,2021-11-13,normal_distribution,21.864491664878
Subchannel C,Region C,Brand A,2021-11-20,normal_distribution,17.016317016317
Subchannel C,Region C,Brand A,2021-11-27,normal_distribution,16.8842815123036
Subchannel C,Region C,Brand A,2021-12-04,normal_distribution,19.4404642498925
Subchannel C,Region C,Brand A,2021-12-11,normal_distribution,19.3838438115708
Subchannel C,Region C,Brand A,2021-12-18,normal_distribution,20.2201663798049
Subchannel C,Region C,Brand A,2021-12-25,normal_distribution,21.8182469463051
Subchannel C,Region C,Brand A,2022-01-01,normal_distribution,22.86594099112
Subchannel C,Region C,Brand A,2022-01-08,normal_distribution,16.8294785232006
Subchannel C,Region C,Brand A,2022-01-15,normal_distribution,17.5604664555139
Subchannel C,Region C,Brand A,2022-01-22,normal_distribution,17.7255469173747
Subchannel C,Region C,Brand A,2022-01-29,normal_distribution,17.6572730890279
Subchannel C,Region C,Brand A,2022-02-05,normal_distribution,13.652733820801
Subchannel C,Region C,Brand A,2022-02-12,normal_distribution,12.5428550587205
Subchannel C,Region C,Brand A,2022-02-19,normal_distribution,15.1659114164595
Subchannel C,Region C,Brand A,2022-02-26,normal_distribution,14.6747076023391
Subchannel C,Region C,Brand A,2022-03-05,normal_distribution,14.2500183728963
Subchannel C,Region C,Brand A,2022-03-12,normal_distribution,14.4673324243652
Subchannel C,Region C,Brand A,2022-03-19,normal_distribution,14.1894393838406
Subchannel C,Region C,Brand A,2022-03-26,normal_distribution,12.7572480096139
Subchannel C,Region C,Brand A,2022-04-02,normal_distribution,9.78476511323226
Subchannel C,Region C,Brand A,2022-04-09,normal_distribution,9.92260294559663
Subchannel C,Region C,Brand A,2022-04-16,normal_distribution,10.065413846561
Subchannel C,Region C,Brand A,2022-04-23,normal_distribution,12.4270225187656
Subchannel C,Region C,Brand A,2022-04-30,normal_distribution,11.7904259329061
Subchannel C,Region C,Brand A,2022-05-07,normal_distribution,8.7254419502593
Subchannel C,Region C,Brand A,2022-05-14,normal_distribution,9.68846285518658
Subchannel C,Region C,Brand A,2022-05-21,normal_distribution,8.22311673375503
Subchannel C,Region C,Brand A,2022-05-28,normal_distribution,10.4823959762231
Subchannel C,Region C,Brand A,2022-06-04,normal_distribution,9.25820093724997
Subchannel C,Region C,Brand A,2022-06-11,normal_distribution,10.7843137254901
Subchannel C,Region C,Brand A,2022-06-18,normal_distribution,8.96028352401864
Subchannel C,Region C,Brand A,2022-06-25,normal_distribution,8.67985778327407
Subchannel C,Region C,Brand A,2022-07-02,normal_distribution,8.46955652140467
Subchannel C,Region C,Brand A,2022-07-09,normal_distribution,9.63102903188495
Subchannel C,Region C,Brand A,2022-07-16,normal_distribution,10.7454017424975
Subchannel C,Region C,Brand A,2022-07-23,normal_distribution,10.9899984372558
Subchannel C,Region C,Brand A,2022-07-30,normal_distribution,12.8586981880395
Subchannel C,Region C,Brand A,2022-08-06,normal_distribution,11.3002915451895
Subchannel C,Region C,Brand A,2022-08-13,normal_distribution,11.4269028615923
Subchannel C,Region C,Brand A,2022-08-20,normal_distribution,13.2155310896054
Subchannel C,Region C,Brand A,2022-08-27,normal_distribution,14.412087051824
Subchannel C,Region C,Brand A,2022-09-03,normal_distribution,11.7743830787309
Subchannel C,Region C,Brand A,2022-09-10,normal_distribution,15.0268196233506
Subchannel C,Region C,Brand A,2022-09-17,normal_distribution,14.7655730653423
Subchannel C,Region C,Brand A,2022-09-24,normal_distribution,16.4063726259613
Subchannel C,Region C,Brand A,2022-10-01,normal_distribution,15.4301054351632
Subchannel C,Region C,Brand A,2022-10-08,normal_distribution,11.7649346608587
Subchannel C,Region C,Brand A,2022-10-15,normal_distribution,13.8163011354798
Subchannel C,Region C,Brand A,2022-10-22,normal_distribution,15.9863152165461
Subchannel C,Region C,Brand A,2022-10-29,normal_distribution,15.3703560670425
Subchannel C,Region C,Brand A,2022-11-05,normal_distribution,15.3076923076923
Subchannel C,Region C,Brand A,2022-11-12,normal_distribution,13.3018360605362
Subchannel C,Region C,Brand A,2022-11-19,normal_distribution,11.6098236969743
Subchannel C,Region C,Brand A,2022-11-26,normal_distribution,11.1273454321747
Subchannel C,Region C,Brand A,2022-12-03,normal_distribution,12.6126471603328
Subchannel C,Region C,Brand A,2022-12-10,normal_distribution,11.200338123415
Subchannel C,Region C,Brand A,2022-12-17,normal_distribution,14.4958225849921
Subchannel C,Region C,Brand A,2022-12-24,normal_distribution,16.8476168476168
Subchannel C,Region C,Brand A,2022-12-31,normal_distribution,15.227168775728
Subchannel C,Region C,Brand A,2023-01-07,normal_distribution,11.9738964657574
Subchannel C,Region C,Brand A,2023-01-14,normal_distribution,14.4714507566181
Subchannel C,Region C,Brand A,2023-01-21,normal_distribution,12.2040728214722
Subchannel C,Region C,Brand A,2023-01-28,normal_distribution,14.1107370532196
Subchannel C,Region C,Brand A,2023-02-04,normal_distribution,11.2070503443108
Subchannel C,Region C,Brand A,2023-02-11,normal_distribution,11.0790598290598
Subchannel C,Region C,Brand A,2023-02-18,normal_distribution,12.603819124015
Subchannel C,Region C,Brand A,2023-02-25,normal_distribution,7.64743544141708
Subchannel C,Region C,Brand A,2023-03-04,normal_distribution,10.2539547421437
Subchannel C,Region C,Brand A,2023-03-11,normal_distribution,14.2406297649019
Subchannel C,Region C,Brand A,2023-03-18,normal_distribution,14.2715102446646
Subchannel C,Region C,Brand A,2023-03-25,normal_distribution,14.2314249183122
Subchannel C,Region C,Brand A,2023-04-01,normal_distribution,12.5123048797637
Subchannel C,Region C,Brand A,2023-04-08,normal_distribution,9.61680565818642
Subchannel C,Region C,Brand A,2023-04-15,normal_distribution,12.1360075872001
Subchannel C,Region C,Brand A,2023-04-22,normal_distribution,11.5918653576437
Subchannel C,Region C,Brand A,2023-04-29,normal_distribution,12.3924628191285
Subchannel C,Region C,Brand A,2023-05-06,normal_distribution,8.63038089585588
Subchannel C,Region C,Brand A,2023-05-13,normal_distribution,11.0729914230701
Subchannel C,Region C,Brand A,2023-05-20,normal_distribution,11.6777350576721
Subchannel C,Region C,Brand A,2023-05-27,normal_distribution,10.3028399972088
Subchannel C,Region C,Brand A,2023-06-03,normal_distribution,10.7762970179894
Subchannel C,Region C,Brand A,2023-06-10,normal_distribution,9.93155468640871
Subchannel C,Region C,Brand A,2023-06-17,normal_distribution,8.10147873011423
Subchannel C,Region C,Brand A,2023-06-24,normal_distribution,7.77734746329613
Subchannel C,Region C,Brand A,2023-07-01,normal_distribution,11.0932475884244
Subchannel C,Region C,Brand A,2023-07-08,normal_distribution,9.65765891907029
Subchannel C,Region C,Brand A,2023-07-15,normal_distribution,8.73319526834918
Subchannel C,Region C,Brand A,2023-07-22,normal_distribution,11.0170985369293
Subchannel C,Region C,Brand A,2023-07-29,normal_distribution,14.2457416669581
Subchannel C,Region C,Brand A,2023-08-05,normal_distribution,11.8106121311361
Subchannel C,Region C,Brand A,2023-08-12,normal_distribution,11.1095618224282
Subchannel C,Region C,Brand A,2023-08-19,normal_distribution,9.30679238693906
Subchannel C,Region C,Brand A,2023-08-26,normal_distribution,11.308483110707
Subchannel C,Region C,Brand A,2023-09-02,normal_distribution,9.94737025548081
Subchannel C,Region C,Brand A,2023-09-09,normal_distribution,10.5110762253619
Subchannel C,Region C,Brand A,2023-09-16,normal_distribution,12.6983573396575
Subchannel C,Region C,Brand A,2023-09-23,normal_distribution,13.1672971836906
Subchannel C,Region C,Brand A,2023-09-30,normal_distribution,12.221875108473
Subchannel C,Region C,Brand A,2023-10-07,normal_distribution,11.283762644697
Subchannel C,Region C,Brand A,2023-10-14,normal_distribution,11.5942533133892
Subchannel C,Region C,Brand A,2023-10-21,normal_distribution,11.290661805945
Subchannel C,Region C,Brand A,2023-10-28,normal_distribution,13.0855539971949
Subchannel C,Region C,Brand A,2023-11-04,normal_distribution,11.2879025785966
Subchannel C,Region C,Brand A,2023-11-11,normal_distribution,12.3757368586277
Subchannel C,Region C,Brand A,2023-11-18,normal_distribution,13.9040976460331
Subchannel C,Region C,Brand A,2023-11-25,normal_distribution,13.8363242790307
Subchannel C,Region C,Brand A,2023-12-02,normal_distribution,13.7349897913278
Subchannel C,Region C,Brand A,2023-12-09,normal_distribution,11.5168928274716
Subchannel C,Region C,Brand A,2023-12-16,normal_distribution,14.2278253039171
Subchannel C,Region C,Brand A,2023-12-23,normal_distribution,14.6215097882402
Subchannel C,Region C,Brand A,2023-12-30,normal_distribution,11.5531089876748
Subchannel C,Region C,Brand A,2024-01-06,normal_distribution,6.47916666666666
Subchannel C,Region C,Brand A,2024-01-13,normal_distribution,8.78983109872888
Subchannel C,Region C,Brand A,2024-01-20,normal_distribution,10.8995449772488
Subchannel C,Region C,Brand A,2024-01-27,normal_distribution,10.1440618411806
Subchannel C,Region C,Brand A,2024-02-03,normal_distribution,10.2117844411826
Subchannel C,Region C,Brand A,2024-02-10,normal_distribution,10.5115823360627
Subchannel C,Region C,Brand A,2024-02-17,normal_distribution,7.19467320834063
Subchannel C,Region C,Brand A,2024-02-24,normal_distribution,9.68037172627429
Subchannel C,Region C,Brand A,2024-03-02,normal_distribution,8.65562983444751
Subchannel C,Region C,Brand A,2024-03-09,normal_distribution,9.97502725897787
Subchannel C,Region C,Brand A,2024-03-16,normal_distribution,10.9470396138009
Subchannel C,Region C,Brand A,2024-03-23,normal_distribution,8.5633378736827
Subchannel C,Region C,Brand A,2024-03-30,normal_distribution,7.424
Subchannel C,Region C,Brand A,2024-04-06,normal_distribution,7.39525762167944
Subchannel C,Region C,Brand A,2024-04-13,normal_distribution,7.39035792027977
Subchannel C,Region C,Brand A,2024-04-20,normal_distribution,6.44293858233838
Subchannel C,Region C,Brand A,2024-04-27,normal_distribution,7.4674270040062
Subchannel C,Region C,Brand A,2024-05-04,normal_distribution,6.38190410909484
Subchannel C,Region C,Brand A,2024-05-11,normal_distribution,6.48372732867537
Subchannel C,Region C,Brand A,2024-05-18,normal_distribution,6.72040082779653
Subchannel C,Region C,Brand A,2024-05-25,normal_distribution,6.62953054568109
Subchannel C,Region C,Brand A,2024-06-01,normal_distribution,5.73403674731671
Subchannel C,Region C,Brand A,2024-06-08,normal_distribution,7.92660684321879
Subchannel C,Region C,Brand A,2024-06-15,normal_distribution,10.6389161309069
Subchannel C,Region C,Brand A,2024-06-22,normal_distribution,6.29337249862309
Subchannel C,Region C,Brand A,2024-06-29,normal_distribution,8.95831817851167
Subchannel C,Region C,Brand A,2024-07-06,normal_distribution,7.27736295756692
Subchannel C,Region C,Brand A,2024-07-13,normal_distribution,6.81619256017505
Subchannel C,Region C,Brand A,2024-07-20,normal_distribution,9.83534416370237
Subchannel C,Region C,Brand A,2024-07-27,normal_distribution,11.2417285867435
Subchannel C,Region C,Brand A,2024-08-03,normal_distribution,9.92212181323929
Subchannel C,Region C,Brand A,2024-08-10,normal_distribution,11.4942107577312
Subchannel C,Region C,Brand A,2024-08-17,normal_distribution,11.076517343687
Subchannel C,Region C,Brand A,2024-08-24,normal_distribution,12.2714254241022
Subchannel C,Region C,Brand A,2024-08-31,normal_distribution,10.5584420303019
Subchannel C,Region C,Brand A,2024-09-07,normal_distribution,9.28581828771112
Subchannel C,Region C,Brand A,2024-09-14,normal_distribution,11.1231962874338
Subchannel C,Region C,Brand A,2024-09-21,normal_distribution,11.609153650563
Subchannel C,Region C,Brand A,2024-09-28,normal_distribution,11.568789831851
Subchannel C,Region C,Brand A,2024-10-05,normal_distribution,10.2399942773346
Subchannel C,Region C,Brand A,2024-10-12,normal_distribution,7.97321972002434
Subchannel C,Region C,Brand A,2024-10-19,normal_distribution,10.2245460731296
Subchannel C,Region C,Brand A,2024-10-26,normal_distribution,10.1025677808061
Subchannel C,Region C,Brand A,2024-11-02,normal_distribution,9.76417782844115
Subchannel C,Region C,Brand A,2024-11-09,normal_distribution,9.21024546424759
Subchannel C,Region C,Brand A,2024-11-16,normal_distribution,9.1192960045419
Subchannel C,Region C,Brand A,2024-11-23,normal_distribution,8.79077875413568
Subchannel C,Region C,Brand A,2024-11-30,normal_distribution,10.2258712428203
Subchannel C,Region C,Brand A,2024-12-07,normal_distribution,9.56014838367779
Subchannel C,Region C,Brand A,2024-12-14,normal_distribution,9.32671863926293
Subchannel C,Region C,Brand A,2024-12-21,normal_distribution,11.6975495251982
Subchannel C,Region C,Brand A,2024-12-28,normal_distribution,8.88920545603475
Subchannel C,Region C,Brand A,2025-01-04,normal_distribution,7.76156583629893
Subchannel C,Region C,Brand A,2025-01-11,normal_distribution,10.1298887179303
Subchannel C,Region C,Brand A,2025-01-18,normal_distribution,10.1155755226259
Subchannel C,Region C,Brand A,2025-01-25,normal_distribution,9.50970714050674
Subchannel C,Region C,Brand A,2025-02-01,normal_distribution,8.9827935222672
Subchannel C,Region C,Brand A,2025-02-08,normal_distribution,8.35593159055573
Subchannel C,Region C,Brand A,2025-02-15,normal_distribution,8.51279452748923
Subchannel C,Region C,Brand A,2025-02-22,normal_distribution,8.24636940815879
Subchannel C,Region C,Brand A,2025-03-01,normal_distribution,8.94857018593019
Subchannel C,Region C,Brand A,2025-03-08,normal_distribution,8.35908809948005
Subchannel C,Region C,Brand A,2025-03-15,normal_distribution,8.30347124190104
Subchannel C,Region C,Brand A,2025-03-22,normal_distribution,8.15311418685121
Subchannel C,Region C,Brand A,2025-03-29,normal_distribution,7.56604996040601
Subchannel C,Region C,Brand A,2025-04-05,normal_distribution,6.56198228048692
Subchannel C,Region C,Brand A,2025-04-12,normal_distribution,6.22217396025627
Subchannel C,Region C,Brand A,2025-04-19,normal_distribution,6.9768287803281
Subchannel C,Region C,Brand A,2025-04-26,normal_distribution,7.1821987221855
Subchannel C,Region C,Brand A,2025-05-03,normal_distribution,6.45102070788662
Subchannel C,Region C,Brand A,2025-05-10,normal_distribution,7.00361810529424
Subchannel C,Region C,Brand A,2025-05-17,normal_distribution,7.16081330868761
Subchannel C,Region C,Brand A,2025-05-24,normal_distribution,7.0676523297491
Subchannel C,Region C,Brand A,2025-05-31,normal_distribution,5.57661275190453
Subchannel C,Region C,Brand A,2025-06-07,normal_distribution,5.46638400969109
Subchannel C,Region C,Brand A,2025-06-14,normal_distribution,6.79028866373542
Subchannel C,Region C,Brand A,2025-06-21,normal_distribution,5.12008649316549
Subchannel C,Region C,Brand A,2025-06-28,normal_distribution,6.07415401217914
Subchannel C,Region C,Brand A,2025-07-05,normal_distribution,5.50653154021039
Subchannel C,Region C,Brand A,2025-07-12,normal_distribution,6.68032628445509
Subchannel C,Region C,Brand A,2025-07-19,normal_distribution,12.5145292522278
Subchannel C,Region C,Brand A,2025-07-26,normal_distribution,13.2351230858693
Subchannel C,Region C,Brand A,2025-08-02,normal_distribution,13.2006184770003
Subchannel C,Region C,Brand A,2025-08-09,normal_distribution,13.4033808933002
Subchannel C,Region C,Brand A,2025-08-16,normal_distribution,12.1602733343686
Subchannel C,Region C,Brand A,2025-08-23,normal_distribution,12.3811372016301
Subchannel C,Region C,Brand A,2025-08-30,normal_distribution,11.4164012433324
Subchannel C,Region C,Brand A,2025-09-06,normal_distribution,11.7889466589639
Subchannel C,Region C,Brand A,2025-09-13,normal_distribution,10.7959356477561
Subchannel C,Region C,Brand A,2025-09-20,normal_distribution,12.5744590907344
Subchannel C,Region C,Brand A,2025-09-27,normal_distribution,12.4742425398763
Subchannel C,Region C,Brand A,2025-10-04,normal_distribution,11.5383152690625
Subchannel C,Region C,Brand A,2025-10-11,normal_distribution,12.5494672754946
Subchannel C,Region C,Brand A,2025-10-18,normal_distribution,14.1943344501979
Subchannel C,Region C,Brand A,2025-10-25,normal_distribution,13.7592417061611
Subchannel C,Region C,Brand A,2025-11-01,normal_distribution,11.7717136368713
Subchannel C,Region C,Brand A,2025-11-08,normal_distribution,13.0398123029547
Subchannel C,Region C,Brand A,2025-11-15,normal_distribution,12.8993435448577
Subchannel C,Region C,Brand A,2025-11-22,normal_distribution,14.4657073990212
Subchannel C,Region C,Brand A,2025-11-29,normal_distribution,13.0000723431961
Subchannel C,Region C,Brand A,2025-12-06,normal_distribution,14.503514146693
Subchannel C,Region C,Brand A,2025-12-13,normal_distribution,11.0697237089541
Subchannel C,Region C,Brand A,2025-12-20,normal_distribution,16.8922577152138
Subchannel C,Region C,Brand A,2025-12-27,normal_distribution,14.8378017536896
Subchannel C,Region C,Brand A,2026-01-03,normal_distribution,13.2881258115712
Subchannel C,Region D,Brand A,2021-01-09,normal_distribution,12.2027995445716
Subchannel C,Region D,Brand A,2021-01-16,normal_distribution,13.203781512605
Subchannel C,Region D,Brand A,2021-01-23,normal_distribution,14.0879983474488
Subchannel C,Region D,Brand A,2021-01-30,normal_distribution,11.5225813028851
Subchannel C,Region D,Brand A,2021-02-06,normal_distribution,10.5237229043504
Subchannel C,Region D,Brand A,2021-02-13,normal_distribution,10.6359264639583
Subchannel C,Region D,Brand A,2021-02-20,normal_distribution,8.63231353978441
Subchannel C,Region D,Brand A,2021-02-27,normal_distribution,14.9648691700727
Subchannel C,Region D,Brand A,2021-03-06,normal_distribution,11.3980244903999
Subchannel C,Region D,Brand A,2021-03-13,normal_distribution,11.2536124927129
Subchannel C,Region D,Brand A,2021-03-20,normal_distribution,11.1616458210987
Subchannel C,Region D,Brand A,2021-03-27,normal_distribution,10.0913856171357
Subchannel C,Region D,Brand A,2021-04-03,normal_distribution,6.69495994575726
Subchannel C,Region D,Brand A,2021-04-10,normal_distribution,8.13817108698119
Subchannel C,Region D,Brand A,2021-04-17,normal_distribution,9.58497647819636
Subchannel C,Region D,Brand A,2021-04-24,normal_distribution,9.92693309613063
Subchannel C,Region D,Brand A,2021-05-01,normal_distribution,12.4179028781539
Subchannel C,Region D,Brand A,2021-05-08,normal_distribution,7.53502220299517
Subchannel C,Region D,Brand A,2021-05-15,normal_distribution,8.5195406391881
Subchannel C,Region D,Brand A,2021-05-22,normal_distribution,11.3933617719021
Subchannel C,Region D,Brand A,2021-05-29,normal_distribution,8.56519854122567
Subchannel C,Region D,Brand A,2021-06-05,normal_distribution,8.23585122993831
Subchannel C,Region D,Brand A,2021-06-12,normal_distribution,8.14630946715882
Subchannel C,Region D,Brand A,2021-06-19,normal_distribution,8.50460666194188
Subchannel C,Region D,Brand A,2021-06-26,normal_distribution,9.62515553712152
Subchannel C,Region D,Brand A,2021-07-03,normal_distribution,9.93963417793668
Subchannel C,Region D,Brand A,2021-07-10,normal_distribution,7.92306495123469
Subchannel C,Region D,Brand A,2021-07-17,normal_distribution,8.9477516839614
Subchannel C,Region D,Brand A,2021-07-24,normal_distribution,12.1911859247694
Subchannel C,Region D,Brand A,2021-07-31,normal_distribution,12.142365037892
Subchannel C,Region D,Brand A,2021-08-07,normal_distribution,7.22579469422821
Subchannel C,Region D,Brand A,2021-08-14,normal_distribution,8.02296001565455
Subchannel C,Region D,Brand A,2021-08-21,normal_distribution,8.06123386768548
Subchannel C,Region D,Brand A,2021-08-28,normal_distribution,17.9149401923227
Subchannel C,Region D,Brand A,2021-09-04,normal_distribution,9.15879582650326
Subchannel C,Region D,Brand A,2021-09-11,normal_distribution,7.77318075885726
Subchannel C,Region D,Brand A,2021-09-18,normal_distribution,11.8163014164899
Subchannel C,Region D,Brand A,2021-09-25,normal_distribution,12.786559196064
Subchannel C,Region D,Brand A,2021-10-02,normal_distribution,11.782957762867
Subchannel C,Region D,Brand A,2021-10-09,normal_distribution,7.466827657962
Subchannel C,Region D,Brand A,2021-10-16,normal_distribution,8.65078043970959
Subchannel C,Region D,Brand A,2021-10-23,normal_distribution,12.0489665891662
Subchannel C,Region D,Brand A,2021-10-30,normal_distribution,16.4620166097722
Subchannel C,Region D,Brand A,2021-11-06,normal_distribution,8.28784813669733
Subchannel C,Region D,Brand A,2021-11-13,normal_distribution,10.8811376714238
Subchannel C,Region D,Brand A,2021-11-20,normal_distribution,10.9520473794816
Subchannel C,Region D,Brand A,2021-11-27,normal_distribution,11.5996996347252
Subchannel C,Region D,Brand A,2021-12-04,normal_distribution,8.83861351119195
Subchannel C,Region D,Brand A,2021-12-11,normal_distribution,10.1739788199697
Subchannel C,Region D,Brand A,2021-12-18,normal_distribution,14.1270657916201
Subchannel C,Region D,Brand A,2021-12-25,normal_distribution,11.7681726416632
Subchannel C,Region D,Brand A,2022-01-01,normal_distribution,8.21200129420841
Subchannel C,Region D,Brand A,2022-01-08,normal_distribution,6.35727908455181
Subchannel C,Region D,Brand A,2022-01-15,normal_distribution,8.58906437425029
Subchannel C,Region D,Brand A,2022-01-22,normal_distribution,7.70589422688736
Subchannel C,Region D,Brand A,2022-01-29,normal_distribution,9.61742023287464
Subchannel C,Region D,Brand A,2022-02-05,normal_distribution,6.66632934449869
Subchannel C,Region D,Brand A,2022-02-12,normal_distribution,8.31862452540285
Subchannel C,Region D,Brand A,2022-02-19,normal_distribution,9.86361546712979
Subchannel C,Region D,Brand A,2022-02-26,normal_distribution,10.6594271122173
Subchannel C,Region D,Brand A,2022-03-05,normal_distribution,5.81665046971169
Subchannel C,Region D,Brand A,2022-03-12,normal_distribution,9.00551331295236
Subchannel C,Region D,Brand A,2022-03-19,normal_distribution,9.93574232403075
Subchannel C,Region D,Brand A,2022-03-26,normal_distribution,6.68938182323899
Subchannel C,Region D,Brand A,2022-04-02,normal_distribution,5.08717691622103
Subchannel C,Region D,Brand A,2022-04-09,normal_distribution,6.40973574019353
Subchannel C,Region D,Brand A,2022-04-16,normal_distribution,6.3761940372215
Subchannel C,Region D,Brand A,2022-04-23,normal_distribution,7.96118708505929
Subchannel C,Region D,Brand A,2022-04-30,normal_distribution,5.37987159270105
Subchannel C,Region D,Brand A,2022-05-07,normal_distribution,4.47191137920342
Subchannel C,Region D,Brand A,2022-05-14,normal_distribution,5.78010974712903
Subchannel C,Region D,Brand A,2022-05-21,normal_distribution,5.13340280652667
Subchannel C,Region D,Brand A,2022-05-28,normal_distribution,5.3083638411715
Subchannel C,Region D,Brand A,2022-06-04,normal_distribution,5.2680920132087
Subchannel C,Region D,Brand A,2022-06-11,normal_distribution,5.52851280599971
Subchannel C,Region D,Brand A,2022-06-18,normal_distribution,5.67093449806591
Subchannel C,Region D,Brand A,2022-06-25,normal_distribution,4.80568204599478
Subchannel C,Region D,Brand A,2022-07-02,normal_distribution,5.16262115346576
Subchannel C,Region D,Brand A,2022-07-09,normal_distribution,5.35143995704151
Subchannel C,Region D,Brand A,2022-07-16,normal_distribution,7.58229284903518
Subchannel C,Region D,Brand A,2022-07-23,normal_distribution,7.03406101116404
Subchannel C,Region D,Brand A,2022-07-30,normal_distribution,12.1474080103286
Subchannel C,Region D,Brand A,2022-08-06,normal_distribution,6.06929510155316
Subchannel C,Region D,Brand A,2022-08-13,normal_distribution,7.21343181085588
Subchannel C,Region D,Brand A,2022-08-20,normal_distribution,6.19219092000282
Subchannel C,Region D,Brand A,2022-08-27,normal_distribution,9.2112497356735
Subchannel C,Region D,Brand A,2022-09-03,normal_distribution,6.14593809364174
Subchannel C,Region D,Brand A,2022-09-10,normal_distribution,7.49871168122118
Subchannel C,Region D,Brand A,2022-09-17,normal_distribution,9.38643165946125
Subchannel C,Region D,Brand A,2022-09-24,normal_distribution,8.05023791081111
Subchannel C,Region D,Brand A,2022-10-01,normal_distribution,7.79795887779155
Subchannel C,Region D,Brand A,2022-10-08,normal_distribution,4.73659762828569
Subchannel C,Region D,Brand A,2022-10-15,normal_distribution,6.48455730954015
Subchannel C,Region D,Brand A,2022-10-22,normal_distribution,7.15010071542682
Subchannel C,Region D,Brand A,2022-10-29,normal_distribution,9.01049619633252
Subchannel C,Region D,Brand A,2022-11-05,normal_distribution,8.50361112253148
Subchannel C,Region D,Brand A,2022-11-12,normal_distribution,9.12558925311316
Subchannel C,Region D,Brand A,2022-11-19,normal_distribution,7.60300291266118
Subchannel C,Region D,Brand A,2022-11-26,normal_distribution,6.61111795208581
Subchannel C,Region D,Brand A,2022-12-03,normal_distribution,7.72088845337252
Subchannel C,Region D,Brand A,2022-12-10,normal_distribution,7.37341685586891
Subchannel C,Region D,Brand A,2022-12-17,normal_distribution,8.19766485775365
Subchannel C,Region D,Brand A,2022-12-24,normal_distribution,7.24158987454202
Subchannel C,Region D,Brand A,2022-12-31,normal_distribution,7.53264925373134
Subchannel C,Region D,Brand A,2023-01-07,normal_distribution,4.6580148278083
Subchannel C,Region D,Brand A,2023-01-14,normal_distribution,6.35446015810925
Subchannel C,Region D,Brand A,2023-01-21,normal_distribution,6.7869027566657
Subchannel C,Region D,Brand A,2023-01-28,normal_distribution,6.27745790924223
Subchannel C,Region D,Brand A,2023-02-04,normal_distribution,5.61247520689419
Subchannel C,Region D,Brand A,2023-02-11,normal_distribution,7.05796882924622
Subchannel C,Region D,Brand A,2023-02-18,normal_distribution,7.24059449380278
Subchannel C,Region D,Brand A,2023-02-25,normal_distribution,4.21388053346518
Subchannel C,Region D,Brand A,2023-03-04,normal_distribution,5.50827682762785
Subchannel C,Region D,Brand A,2023-03-11,normal_distribution,6.3711987659762
Subchannel C,Region D,Brand A,2023-03-18,normal_distribution,7.56627571248981
Subchannel C,Region D,Brand A,2023-03-25,normal_distribution,7.2756892576588
Subchannel C,Region D,Brand A,2023-04-01,normal_distribution,6.43853013068236
Subchannel C,Region D,Brand A,2023-04-08,normal_distribution,3.35053668981799
Subchannel C,Region D,Brand A,2023-04-15,normal_distribution,4.74684849401317
Subchannel C,Region D,Brand A,2023-04-22,normal_distribution,4.42645634426456
Subchannel C,Region D,Brand A,2023-04-29,normal_distribution,5.29528755317385
Subchannel C,Region D,Brand A,2023-05-06,normal_distribution,3.70092314536759
Subchannel C,Region D,Brand A,2023-05-13,normal_distribution,6.80902272472853
Subchannel C,Region D,Brand A,2023-05-20,normal_distribution,6.59285000773808
Subchannel C,Region D,Brand A,2023-05-27,normal_distribution,5.44937653052607
Subchannel C,Region D,Brand A,2023-06-03,normal_distribution,5.94306199325034
Subchannel C,Region D,Brand A,2023-06-10,normal_distribution,6.39519264757865
Subchannel C,Region D,Brand A,2023-06-17,normal_distribution,6.20729256388171
Subchannel C,Region D,Brand A,2023-06-24,normal_distribution,4.37556035686464
Subchannel C,Region D,Brand A,2023-07-01,normal_distribution,7.69252861184106
Subchannel C,Region D,Brand A,2023-07-08,normal_distribution,5.58615491651206
Subchannel C,Region D,Brand A,2023-07-15,normal_distribution,5.99079683131407
Subchannel C,Region D,Brand A,2023-07-22,normal_distribution,6.61174047373841
Subchannel C,Region D,Brand A,2023-07-29,normal_distribution,9.4034967919992
Subchannel C,Region D,Brand A,2023-08-05,normal_distribution,6.06417218449148
Subchannel C,Region D,Brand A,2023-08-12,normal_distribution,6.18615452563792
Subchannel C,Region D,Brand A,2023-08-19,normal_distribution,5.40559840045701
Subchannel C,Region D,Brand A,2023-08-26,normal_distribution,5.77024578821985
Subchannel C,Region D,Brand A,2023-09-02,normal_distribution,4.73220376738552
