number,value,datetime_start,datetime_complete,duration,params_candidate__cinema,params_candidate__digitaldisplayandsearch,params_candidate__digitalvideo,params_candidate__facebook,params_candidate__instagram,params_candidate__localtv,params_candidate__ooh,params_candidate__opentv,params_candidate__paytv,params_candidate__print,params_candidate__radio,params_candidate__tiktok,params_candidate__twitter,params_candidate__youtube,system_attrs_tpe:relative_params:0,state
1772,1706.3515339504736,2026-09-21 11:44:47.322237,2026-09-21 11:44:47.987095,0 days 00:00:00.664858,6,13,16,1,13,0,16,0,6,12,7,12,16,16,"{""candidate__cinema"": 6, ""candidate__digitaldisplayandsearch"": 13, ""candidate__digitalvideo"": 16, ""candidate__facebook"": 1, ""candidate__instagram"": 13, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 0, ""candidate__paytv"": 6, ""candidate__print"": 12, ""candidate__radio"": 7, ""candidate__tiktok"": 12, ""candidate__twitter"": 16, ""candidate__youtube"": 16}",COMPLETE
1773,2079.128413075227,2026-09-21 11:44:48.050278,2026-09-21 11:44:48.457085,0 days 00:00:00.406807,8,13,15,1,12,1,16,5,6,10,4,13,15,15,"{""candidate__cinema"": 8, ""candidate__digitaldisplayandsearch"": 13, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 12, ""candidate__localtv"": 1, ""candidate__ooh"": 16, ""candidate__opentv"": 5, ""candidate__paytv"": 6, ""candidate__print"": 10, ""candidate__radio"": 4, ""candidate__tiktok"": 13, ""candidate__twitter"": 15, ""candidate__youtube"": 15}",PRUNED
1774,1704.849550624437,2026-09-21 11:44:48.475649,2026-09-21 11:44:49.296354,0 days 00:00:00.820705,10,16,16,1,14,0,16,0,6,15,4,13,13,15,"{""candidate__cinema"": 10, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 16, ""candidate__facebook"": 1, ""candidate__instagram"": 14, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 0, ""candidate__paytv"": 6, ""candidate__print"": 15, ""candidate__radio"": 4, ""candidate__tiktok"": 13, ""candidate__twitter"": 13, ""candidate__youtube"": 15}",COMPLETE
1775,2073.527553036576,2026-09-21 11:44:49.316287,2026-09-21 11:44:49.727885,0 days 00:00:00.411598,10,17,15,1,14,0,15,2,5,15,3,13,14,15,"{""candidate__cinema"": 10, ""candidate__digitaldisplayandsearch"": 17, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 14, ""candidate__localtv"": 0, ""candidate__ooh"": 15, ""candidate__opentv"": 2, ""candidate__paytv"": 5, ""candidate__print"": 15, ""candidate__radio"": 3, ""candidate__tiktok"": 13, ""candidate__twitter"": 14, ""candidate__youtube"": 15}",PRUNED
1776,2082.585531903186,2026-09-21 11:44:49.756052,2026-09-21 11:44:50.129839,0 days 00:00:00.373787,9,14,15,2,13,0,15,1,6,11,6,13,15,14,"{""candidate__cinema"": 9, ""candidate__digitaldisplayandsearch"": 14, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 2, ""candidate__instagram"": 13, ""candidate__localtv"": 0, ""candidate__ooh"": 15, ""candidate__opentv"": 1, ""candidate__paytv"": 6, ""candidate__print"": 11, ""candidate__radio"": 6, ""candidate__tiktok"": 13, ""candidate__twitter"": 15, ""candidate__youtube"": 14}",PRUNED
1777,1707.685497977407,2026-09-21 11:44:50.153871,2026-09-21 11:44:50.804017,0 days 00:00:00.650146,10,14,15,1,14,0,17,1,8,10,3,12,15,15,"{""candidate__cinema"": 10, ""candidate__digitaldisplayandsearch"": 14, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 14, ""candidate__localtv"": 0, ""candidate__ooh"": 17, ""candidate__opentv"": 1, ""candidate__paytv"": 8, ""candidate__print"": 10, ""candidate__radio"": 3, ""candidate__tiktok"": 12, ""candidate__twitter"": 15, ""candidate__youtube"": 15}",COMPLETE
1778,2093.435437611007,2026-09-21 11:44:50.825718,2026-09-21 11:44:51.224638,0 days 00:00:00.398920,8,14,14,0,15,0,15,4,7,11,7,13,14,15,"{""candidate__cinema"": 8, ""candidate__digitaldisplayandsearch"": 14, ""candidate__digitalvideo"": 14, ""candidate__facebook"": 0, ""candidate__instagram"": 15, ""candidate__localtv"": 0, ""candidate__ooh"": 15, ""candidate__opentv"": 4, ""candidate__paytv"": 7, ""candidate__print"": 11, ""candidate__radio"": 7, ""candidate__tiktok"": 13, ""candidate__twitter"": 14, ""candidate__youtube"": 15}",PRUNED
1779,2078.6367028923764,2026-09-21 11:44:51.246618,2026-09-21 11:44:51.596317,0 days 00:00:00.349699,8,14,16,1,14,0,15,4,7,12,4,12,17,14,"{""candidate__cinema"": 8, ""candidate__digitaldisplayandsearch"": 14, ""candidate__digitalvideo"": 16, ""candidate__facebook"": 1, ""candidate__instagram"": 14, ""candidate__localtv"": 0, ""candidate__ooh"": 15, ""candidate__opentv"": 4, ""candidate__paytv"": 7, ""candidate__print"": 12, ""candidate__radio"": 4, ""candidate__tiktok"": 12, ""candidate__twitter"": 17, ""candidate__youtube"": 14}",PRUNED
1780,2073.2843336342626,2026-09-21 11:44:51.615789,2026-09-21 11:44:52.053377,0 days 00:00:00.437588,8,13,15,2,15,0,17,1,6,12,8,11,17,15,"{""candidate__cinema"": 8, ""candidate__digitaldisplayandsearch"": 13, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 2, ""candidate__instagram"": 15, ""candidate__localtv"": 0, ""candidate__ooh"": 17, ""candidate__opentv"": 1, ""candidate__paytv"": 6, ""candidate__print"": 12, ""candidate__radio"": 8, ""candidate__tiktok"": 11, ""candidate__twitter"": 17, ""candidate__youtube"": 15}",PRUNED
1781,2058.1399899945595,2026-09-21 11:44:52.074413,2026-09-21 11:44:52.448996,0 days 00:00:00.374583,7,12,15,2,13,0,16,4,6,10,5,14,15,15,"{""candidate__cinema"": 7, ""candidate__digitaldisplayandsearch"": 12, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 2, ""candidate__instagram"": 13, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 4, ""candidate__paytv"": 6, ""candidate__print"": 10, ""candidate__radio"": 5, ""candidate__tiktok"": 14, ""candidate__twitter"": 15, ""candidate__youtube"": 15}",PRUNED
1782,1969.322487759668,2026-09-21 11:44:52.469874,2026-09-21 11:44:53.033546,0 days 00:00:00.563672,8,15,15,0,14,0,17,3,8,11,5,12,14,16,"{""candidate__cinema"": 8, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 0, ""candidate__instagram"": 14, ""candidate__localtv"": 0, ""candidate__ooh"": 17, ""candidate__opentv"": 3, ""candidate__paytv"": 8, ""candidate__print"": 11, ""candidate__radio"": 5, ""candidate__tiktok"": 12, ""candidate__twitter"": 14, ""candidate__youtube"": 16}",PRUNED
1783,2063.9501153830797,2026-09-21 11:44:53.055615,2026-09-21 11:44:53.484359,0 days 00:00:00.428744,8,16,16,2,13,0,17,2,6,11,4,11,16,15,"{""candidate__cinema"": 8, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 16, ""candidate__facebook"": 2, ""candidate__instagram"": 13, ""candidate__localtv"": 0, ""candidate__ooh"": 17, ""candidate__opentv"": 2, ""candidate__paytv"": 6, ""candidate__print"": 11, ""candidate__radio"": 4, ""candidate__tiktok"": 11, ""candidate__twitter"": 16, ""candidate__youtube"": 15}",PRUNED
1784,1709.8129220952433,2026-09-21 11:44:53.506046,2026-09-21 11:44:54.300914,0 days 00:00:00.794868,4,17,15,0,13,0,16,9,8,12,5,11,13,16,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 17, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 0, ""candidate__instagram"": 13, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 9, ""candidate__paytv"": 8, ""candidate__print"": 12, ""candidate__radio"": 5, ""candidate__tiktok"": 11, ""candidate__twitter"": 13, ""candidate__youtube"": 16}",PRUNED
1785,1704.9266147835879,2026-09-21 11:44:54.319373,2026-09-21 11:44:54.990701,0 days 00:00:00.671328,6,13,16,1,14,0,16,5,7,12,6,13,17,15,"{""candidate__cinema"": 6, ""candidate__digitaldisplayandsearch"": 13, ""candidate__digitalvideo"": 16, ""candidate__facebook"": 1, ""candidate__instagram"": 14, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 5, ""candidate__paytv"": 7, ""candidate__print"": 12, ""candidate__radio"": 6, ""candidate__tiktok"": 13, ""candidate__twitter"": 17, ""candidate__youtube"": 15}",COMPLETE
1786,2064.2256718623335,2026-09-21 11:44:55.014259,2026-09-21 11:44:55.456273,0 days 00:00:00.442014,8,14,16,1,12,0,16,4,6,11,8,11,13,15,"{""candidate__cinema"": 8, ""candidate__digitaldisplayandsearch"": 14, ""candidate__digitalvideo"": 16, ""candidate__facebook"": 1, ""candidate__instagram"": 12, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 4, ""candidate__paytv"": 6, ""candidate__print"": 11, ""candidate__radio"": 8, ""candidate__tiktok"": 11, ""candidate__twitter"": 13, ""candidate__youtube"": 15}",PRUNED
1787,2059.045166451443,2026-09-21 11:44:55.476435,2026-09-21 11:44:55.854958,0 days 00:00:00.378523,11,17,14,1,14,0,17,2,6,15,5,13,15,14,"{""candidate__cinema"": 11, ""candidate__digitaldisplayandsearch"": 17, ""candidate__digitalvideo"": 14, ""candidate__facebook"": 1, ""candidate__instagram"": 14, ""candidate__localtv"": 0, ""candidate__ooh"": 17, ""candidate__opentv"": 2, ""candidate__paytv"": 6, ""candidate__print"": 15, ""candidate__radio"": 5, ""candidate__tiktok"": 13, ""candidate__twitter"": 15, ""candidate__youtube"": 14}",PRUNED
1788,2072.8252066898863,2026-09-21 11:44:55.876526,2026-09-21 11:44:56.274419,0 days 00:00:00.397893,7,15,15,5,15,0,16,4,6,14,5,12,15,15,"{""candidate__cinema"": 7, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 5, ""candidate__instagram"": 15, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 4, ""candidate__paytv"": 6, ""candidate__print"": 14, ""candidate__radio"": 5, ""candidate__tiktok"": 12, ""candidate__twitter"": 15, ""candidate__youtube"": 15}",PRUNED
1789,1971.5961321391865,2026-09-21 11:44:56.293845,2026-09-21 11:44:56.781620,0 days 00:00:00.487775,9,15,16,0,13,0,16,1,7,12,7,12,14,14,"{""candidate__cinema"": 9, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 16, ""candidate__facebook"": 0, ""candidate__instagram"": 13, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 1, ""candidate__paytv"": 7, ""candidate__print"": 12, ""candidate__radio"": 7, ""candidate__tiktok"": 12, ""candidate__twitter"": 14, ""candidate__youtube"": 14}",PRUNED
1790,2079.7318722629448,2026-09-21 11:44:56.805798,2026-09-21 11:44:57.149611,0 days 00:00:00.343813,6,15,16,1,13,0,15,1,7,12,8,12,14,15,"{""candidate__cinema"": 6, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 16, ""candidate__facebook"": 1, ""candidate__instagram"": 13, ""candidate__localtv"": 0, ""candidate__ooh"": 15, ""candidate__opentv"": 1, ""candidate__paytv"": 7, ""candidate__print"": 12, ""candidate__radio"": 8, ""candidate__tiktok"": 12, ""candidate__twitter"": 14, ""candidate__youtube"": 15}",PRUNED
1791,2084.2924001068923,2026-09-21 11:44:57.170072,2026-09-21 11:44:57.518001,0 days 00:00:00.347929,7,13,14,1,13,0,15,4,6,11,6,12,15,15,"{""candidate__cinema"": 7, ""candidate__digitaldisplayandsearch"": 13, ""candidate__digitalvideo"": 14, ""candidate__facebook"": 1, ""candidate__instagram"": 13, ""candidate__localtv"": 0, ""candidate__ooh"": 15, ""candidate__opentv"": 4, ""candidate__paytv"": 6, ""candidate__print"": 11, ""candidate__radio"": 6, ""candidate__tiktok"": 12, ""candidate__twitter"": 15, ""candidate__youtube"": 15}",PRUNED
1792,1704.1995865280926,2026-09-21 11:44:57.534243,2026-09-21 11:44:58.160289,0 days 00:00:00.626046,6,16,15,1,13,0,16,3,7,12,8,12,14,15,"{""candidate__cinema"": 6, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 13, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 3, ""candidate__paytv"": 7, ""candidate__print"": 12, ""candidate__radio"": 8, ""candidate__tiktok"": 12, ""candidate__twitter"": 14, ""candidate__youtube"": 15}",COMPLETE
1793,1704.602896311366,2026-09-21 11:44:58.186633,2026-09-21 11:44:58.817210,0 days 00:00:00.630577,3,13,15,1,13,0,16,5,7,13,3,12,16,15,"{""candidate__cinema"": 3, ""candidate__digitaldisplayandsearch"": 13, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 13, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 5, ""candidate__paytv"": 7, ""candidate__print"": 13, ""candidate__radio"": 3, ""candidate__tiktok"": 12, ""candidate__twitter"": 16, ""candidate__youtube"": 15}",COMPLETE
1794,2057.254672372133,2026-09-21 11:44:58.838162,2026-09-21 11:44:59.241180,0 days 00:00:00.403018,10,14,14,1,14,0,16,2,7,11,2,11,16,15,"{""candidate__cinema"": 10, ""candidate__digitaldisplayandsearch"": 14, ""candidate__digitalvideo"": 14, ""candidate__facebook"": 1, ""candidate__instagram"": 14, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 2, ""candidate__paytv"": 7, ""candidate__print"": 11, ""candidate__radio"": 2, ""candidate__tiktok"": 11, ""candidate__twitter"": 16, ""candidate__youtube"": 15}",PRUNED
1795,2060.273446087221,2026-09-21 11:44:59.258920,2026-09-21 11:44:59.936480,0 days 00:00:00.677560,9,14,14,0,13,0,16,3,8,10,8,12,13,15,"{""candidate__cinema"": 9, ""candidate__digitaldisplayandsearch"": 14, ""candidate__digitalvideo"": 14, ""candidate__facebook"": 0, ""candidate__instagram"": 13, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 3, ""candidate__paytv"": 8, ""candidate__print"": 10, ""candidate__radio"": 8, ""candidate__tiktok"": 12, ""candidate__twitter"": 13, ""candidate__youtube"": 15}",PRUNED
1796,1705.528412870003,2026-09-21 11:44:59.961331,2026-09-21 11:45:00.724010,0 days 00:00:00.762679,6,16,15,0,13,0,16,3,8,11,8,12,14,15,"{""candidate__cinema"": 6, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 0, ""candidate__instagram"": 13, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 3, ""candidate__paytv"": 8, ""candidate__print"": 11, ""candidate__radio"": 8, ""candidate__tiktok"": 12, ""candidate__twitter"": 14, ""candidate__youtube"": 15}",COMPLETE
1797,2058.0225102651634,2026-09-21 11:45:00.750366,2026-09-21 11:45:01.154233,0 days 00:00:00.403867,8,16,14,1,14,0,16,1,7,13,4,12,17,15,"{""candidate__cinema"": 8, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 14, ""candidate__facebook"": 1, ""candidate__instagram"": 14, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 1, ""candidate__paytv"": 7, ""candidate__print"": 13, ""candidate__radio"": 4, ""candidate__tiktok"": 12, ""candidate__twitter"": 17, ""candidate__youtube"": 15}",PRUNED
1798,1703.2680658706486,2026-09-21 11:45:01.174142,2026-09-21 11:45:01.837464,0 days 00:00:00.663322,4,12,15,4,13,0,16,5,6,15,5,13,16,15,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 12, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 4, ""candidate__instagram"": 13, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 5, ""candidate__paytv"": 6, ""candidate__print"": 15, ""candidate__radio"": 5, ""candidate__tiktok"": 13, ""candidate__twitter"": 16, ""candidate__youtube"": 15}",COMPLETE
1799,2075.96057562692,2026-09-21 11:45:01.856499,2026-09-21 11:45:02.199191,0 days 00:00:00.342692,8,15,14,1,14,1,16,2,7,12,9,11,14,15,"{""candidate__cinema"": 8, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 14, ""candidate__facebook"": 1, ""candidate__instagram"": 14, ""candidate__localtv"": 1, ""candidate__ooh"": 16, ""candidate__opentv"": 2, ""candidate__paytv"": 7, ""candidate__print"": 12, ""candidate__radio"": 9, ""candidate__tiktok"": 11, ""candidate__twitter"": 14, ""candidate__youtube"": 15}",PRUNED
1800,2090.6816197882345,2026-09-21 11:45:02.216906,2026-09-21 11:45:02.610248,0 days 00:00:00.393342,8,15,15,1,13,1,15,2,8,12,5,12,14,15,"{""candidate__cinema"": 8, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 13, ""candidate__localtv"": 1, ""candidate__ooh"": 15, ""candidate__opentv"": 2, ""candidate__paytv"": 8, ""candidate__print"": 12, ""candidate__radio"": 5, ""candidate__tiktok"": 12, ""candidate__twitter"": 14, ""candidate__youtube"": 15}",PRUNED
1801,1706.2422772736845,2026-09-21 11:45:02.631706,2026-09-21 11:45:03.356694,0 days 00:00:00.724988,8,14,15,6,14,0,16,6,4,17,4,12,17,15,"{""candidate__cinema"": 8, ""candidate__digitaldisplayandsearch"": 14, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 6, ""candidate__instagram"": 14, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 6, ""candidate__paytv"": 4, ""candidate__print"": 17, ""candidate__radio"": 4, ""candidate__tiktok"": 12, ""candidate__twitter"": 17, ""candidate__youtube"": 15}",COMPLETE
1802,2070.4062325397967,2026-09-21 11:45:03.380065,2026-09-21 11:45:03.797044,0 days 00:00:00.416979,8,12,15,1,14,1,16,3,6,13,5,11,14,15,"{""candidate__cinema"": 8, ""candidate__digitaldisplayandsearch"": 12, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 14, ""candidate__localtv"": 1, ""candidate__ooh"": 16, ""candidate__opentv"": 3, ""candidate__paytv"": 6, ""candidate__print"": 13, ""candidate__radio"": 5, ""candidate__tiktok"": 11, ""candidate__twitter"": 14, ""candidate__youtube"": 15}",PRUNED
1803,2061.7917812097394,2026-09-21 11:45:03.822066,2026-09-21 11:45:04.252599,0 days 00:00:00.430533,6,13,16,2,13,0,16,3,6,11,9,12,17,15,"{""candidate__cinema"": 6, ""candidate__digitaldisplayandsearch"": 13, ""candidate__digitalvideo"": 16, ""candidate__facebook"": 2, ""candidate__instagram"": 13, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 3, ""candidate__paytv"": 6, ""candidate__print"": 11, ""candidate__radio"": 9, ""candidate__tiktok"": 12, ""candidate__twitter"": 17, ""candidate__youtube"": 15}",PRUNED
1804,2073.012441156819,2026-09-21 11:45:04.275367,2026-09-21 11:45:04.697834,0 days 00:00:00.422467,4,12,15,4,13,1,16,5,7,15,7,12,16,15,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 12, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 4, ""candidate__instagram"": 13, ""candidate__localtv"": 1, ""candidate__ooh"": 16, ""candidate__opentv"": 5, ""candidate__paytv"": 7, ""candidate__print"": 15, ""candidate__radio"": 7, ""candidate__tiktok"": 12, ""candidate__twitter"": 16, ""candidate__youtube"": 15}",PRUNED
1805,1704.1500514767295,2026-09-21 11:45:04.720318,2026-09-21 11:45:05.622570,0 days 00:00:00.902252,7,14,15,2,14,0,16,5,6,14,3,9,17,15,"{""candidate__cinema"": 7, ""candidate__digitaldisplayandsearch"": 14, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 2, ""candidate__instagram"": 14, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 5, ""candidate__paytv"": 6, ""candidate__print"": 14, ""candidate__radio"": 3, ""candidate__tiktok"": 9, ""candidate__twitter"": 17, ""candidate__youtube"": 15}",COMPLETE
1806,2071.3851451780583,2026-09-21 11:45:05.647531,2026-09-21 11:45:06.113904,0 days 00:00:00.466373,5,14,15,1,13,1,16,4,7,12,4,13,17,14,"{""candidate__cinema"": 5, ""candidate__digitaldisplayandsearch"": 14, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 13, ""candidate__localtv"": 1, ""candidate__ooh"": 16, ""candidate__opentv"": 4, ""candidate__paytv"": 7, ""candidate__print"": 12, ""candidate__radio"": 4, ""candidate__tiktok"": 13, ""candidate__twitter"": 17, ""candidate__youtube"": 14}",PRUNED
1807,2079.128413075227,2026-09-21 11:45:06.133389,2026-09-21 11:45:06.541580,0 days 00:00:00.408191,6,17,15,1,12,1,16,3,6,12,8,12,13,15,"{""candidate__cinema"": 6, ""candidate__digitaldisplayandsearch"": 17, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 12, ""candidate__localtv"": 1, ""candidate__ooh"": 16, ""candidate__opentv"": 3, ""candidate__paytv"": 6, ""candidate__print"": 12, ""candidate__radio"": 8, ""candidate__tiktok"": 12, ""candidate__twitter"": 13, ""candidate__youtube"": 15}",PRUNED
1808,2060.599964498667,2026-09-21 11:45:06.563979,2026-09-21 11:45:06.982066,0 days 00:00:00.418087,6,15,15,1,12,0,16,4,6,12,8,12,15,15,"{""candidate__cinema"": 6, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 12, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 4, ""candidate__paytv"": 6, ""candidate__print"": 12, ""candidate__radio"": 8, ""candidate__tiktok"": 12, ""candidate__twitter"": 15, ""candidate__youtube"": 15}",PRUNED
1809,1705.001543581349,2026-09-21 11:45:07.005068,2026-09-21 11:45:07.730529,0 days 00:00:00.725461,11,17,15,1,13,0,16,0,5,14,5,14,14,15,"{""candidate__cinema"": 11, ""candidate__digitaldisplayandsearch"": 17, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 13, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 0, ""candidate__paytv"": 5, ""candidate__print"": 14, ""candidate__radio"": 5, ""candidate__tiktok"": 14, ""candidate__twitter"": 14, ""candidate__youtube"": 15}",COMPLETE
1810,1704.6322367734538,2026-09-21 11:45:07.754685,2026-09-21 11:45:08.534383,0 days 00:00:00.779698,7,15,16,1,14,0,16,5,6,15,3,9,17,15,"{""candidate__cinema"": 7, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 16, ""candidate__facebook"": 1, ""candidate__instagram"": 14, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 5, ""candidate__paytv"": 6, ""candidate__print"": 15, ""candidate__radio"": 3, ""candidate__tiktok"": 9, ""candidate__twitter"": 17, ""candidate__youtube"": 15}",COMPLETE
1811,1704.5611510089718,2026-09-21 11:45:08.563865,2026-09-21 11:45:09.321404,0 days 00:00:00.757539,7,13,15,0,14,0,16,3,8,12,7,13,17,15,"{""candidate__cinema"": 7, ""candidate__digitaldisplayandsearch"": 13, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 0, ""candidate__instagram"": 14, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 3, ""candidate__paytv"": 8, ""candidate__print"": 12, ""candidate__radio"": 7, ""candidate__tiktok"": 13, ""candidate__twitter"": 17, ""candidate__youtube"": 15}",COMPLETE
1812,2085.882429852304,2026-09-21 11:45:09.344853,2026-09-21 11:45:09.789856,0 days 00:00:00.445003,11,16,15,1,15,0,15,1,6,13,3,13,13,14,"{""candidate__cinema"": 11, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 15, ""candidate__localtv"": 0, ""candidate__ooh"": 15, ""candidate__opentv"": 1, ""candidate__paytv"": 6, ""candidate__print"": 13, ""candidate__radio"": 3, ""candidate__tiktok"": 13, ""candidate__twitter"": 13, ""candidate__youtube"": 14}",PRUNED
1813,2085.4686228762585,2026-09-21 11:45:09.813730,2026-09-21 11:45:10.483717,0 days 00:00:00.669987,2,13,14,2,13,0,15,5,7,13,3,14,16,15,"{""candidate__cinema"": 2, ""candidate__digitaldisplayandsearch"": 13, ""candidate__digitalvideo"": 14, ""candidate__facebook"": 2, ""candidate__instagram"": 13, ""candidate__localtv"": 0, ""candidate__ooh"": 15, ""candidate__opentv"": 5, ""candidate__paytv"": 7, ""candidate__print"": 13, ""candidate__radio"": 3, ""candidate__tiktok"": 14, ""candidate__twitter"": 16, ""candidate__youtube"": 15}",PRUNED
1814,2067.42482293548,2026-09-21 11:45:10.504711,2026-09-21 11:45:10.948003,0 days 00:00:00.443292,8,14,15,1,13,1,17,1,6,12,5,13,16,16,"{""candidate__cinema"": 8, ""candidate__digitaldisplayandsearch"": 14, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 13, ""candidate__localtv"": 1, ""candidate__ooh"": 17, ""candidate__opentv"": 1, ""candidate__paytv"": 6, ""candidate__print"": 12, ""candidate__radio"": 5, ""candidate__tiktok"": 13, ""candidate__twitter"": 16, ""candidate__youtube"": 16}",PRUNED
1815,2069.061472758013,2026-09-21 11:45:10.969220,2026-09-21 11:45:11.394827,0 days 00:00:00.425607,8,13,14,1,14,1,16,4,7,9,4,13,15,16,"{""candidate__cinema"": 8, ""candidate__digitaldisplayandsearch"": 13, ""candidate__digitalvideo"": 14, ""candidate__facebook"": 1, ""candidate__instagram"": 14, ""candidate__localtv"": 1, ""candidate__ooh"": 16, ""candidate__opentv"": 4, ""candidate__paytv"": 7, ""candidate__print"": 9, ""candidate__radio"": 4, ""candidate__tiktok"": 13, ""candidate__twitter"": 15, ""candidate__youtube"": 16}",PRUNED
1816,2058.3792197275725,2026-09-21 11:45:11.413735,2026-09-21 11:45:11.854895,0 days 00:00:00.441160,8,14,14,1,14,0,16,5,7,14,3,10,17,15,"{""candidate__cinema"": 8, ""candidate__digitaldisplayandsearch"": 14, ""candidate__digitalvideo"": 14, ""candidate__facebook"": 1, ""candidate__instagram"": 14, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 5, ""candidate__paytv"": 7, ""candidate__print"": 14, ""candidate__radio"": 3, ""candidate__tiktok"": 10, ""candidate__twitter"": 17, ""candidate__youtube"": 15}",PRUNED
1817,2061.4119028881823,2026-09-21 11:45:11.878826,2026-09-21 11:45:12.303045,0 days 00:00:00.424219,7,14,15,5,14,0,17,3,6,14,3,9,17,15,"{""candidate__cinema"": 7, ""candidate__digitaldisplayandsearch"": 14, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 5, ""candidate__instagram"": 14, ""candidate__localtv"": 0, ""candidate__ooh"": 17, ""candidate__opentv"": 3, ""candidate__paytv"": 6, ""candidate__print"": 14, ""candidate__radio"": 3, ""candidate__tiktok"": 9, ""candidate__twitter"": 17, ""candidate__youtube"": 15}",PRUNED
